community,elder_type,service,elder_count_year5,monthly_times_per_person,base_price,is_emergency,theoretical_demand,theoretical_demand_rounded,actual_demand,actual_demand_rounded,satisfaction_rate_budget,theoretical_fee,actual_fee,monthly_budget,charged_theoretical_fee,reduction_alpha
I,半失能,日间照料,159.45273328108794,14.0,20.0,False,2232.338265935231,2232,2232.338265935231,2232,1.0,44646.76531870462,44646.76531870462,131548.50495689755,131070.14675705429,1.0
I,半失能,上门护理,159.45273328108794,6.0,30.0,False,956.7163996865277,957,956.7163996865277,957,1.0,28701.49199059583,28701.49199059583,131548.50495689755,131070.14675705429,1.0
I,半失能,康复理疗,159.45273328108794,4.0,28.0,False,637.8109331243518,638,637.8109331243518,638,1.0,17858.706127481848,17858.706127481848,131548.50495689755,131070.14675705429,1.0
I,半失能,助浴,159.45273328108794,2.0,25.0,False,318.9054665621759,319,318.9054665621759,319,1.0,7972.636664054397,7972.636664054397,131548.50495689755,131070.14675705429,1.0
I,半失能,紧急救助,159.45273328108794,1.0,0.0,True,159.45273328108794,159,159.45273328108794,159,1.0,0.0,0.0,131548.50495689755,131070.14675705429,1.0
I,失能,助餐,119.72609542809336,22.0,10.0,False,2633.974099418054,2634,2158.6377139270476,2159,0.8195364238410596,26339.740994180538,21586.377139270477,118528.83447381241,144629.12327713676,0.8195364238410596
I,失能,日间照料,119.72609542809336,18.0,20.0,False,2155.0697177056804,2155,1766.1581295766753,1766,0.8195364238410596,43101.39435411361,35323.1625915335,118528.83447381241,144629.12327713676,0.8195364238410596
I,失能,上门护理,119.72609542809336,12.0,30.0,False,1436.7131451371204,1437,1177.438753051117,1177,0.8195364238410596,43101.39435411361,35323.16259153351,118528.83447381241,144629.12327713676,0.8195364238410596
I,失能,康复理疗,119.72609542809336,6.0,28.0,False,718.3565725685602,718,588.7193765255585,589,0.8195364238410596,20113.984031919685,16484.142542715635,118528.83447381241,144629.12327713676,0.8195364238410596
I,失能,助浴,119.72609542809336,4.0,25.0,False,478.90438171237344,479,392.4795843503723,392,0.8195364238410596,11972.609542809336,9811.989608759308,118528.83447381241,144629.12327713676,0.8195364238410596
I,失能,紧急救助,119.72609542809336,3.0,0.0,True,359.1782862842801,359,359.1782862842801,359,1.0,0.0,0.0,118528.83447381241,144629.12327713676,0.8195364238410596
J,自理,助餐,479.6127006649486,14.0,10.0,False,6714.57780930928,6715,6714.57780930928,6715,1.0,67145.7780930928,67145.7780930928,306952.1284255671,170742.1214367217,1.0
J,自理,日间照料,479.6127006649486,8.0,20.0,False,3836.9016053195887,3837,3836.9016053195887,3837,1.0,76738.03210639178,76738.03210639178,306952.1284255671,170742.1214367217,1.0
J,自理,上门护理,479.6127006649486,0.0,30.0,False,0.0,0,0.0,0,1.0,0.0,0.0,306952.1284255671,170742.1214367217,1.0
J,自理,康复理疗,479.6127006649486,2.0,28.0,False,959.2254013298972,959,959.2254013298972,959,1.0,26858.31123723712,26858.31123723712,306952.1284255671,170742.1214367217,1.0
J,自理,助浴,479.6127006649486,0.0,25.0,False,0.0,0,0.0,0,1.0,0.0,0.0,306952.1284255671,170742.1214367217,1.0
J,自理,紧急救助,479.6127006649486,0.15,0.0,True,71.94190509974229,72,71.94190509974229,72,1.0,0.0,0.0,306952.1284255671,170742.1214367217,1.0
J,半失能,助餐,140.374067866874,20.0,10.0,False,2807.4813573374795,2807,2732.3419536131187,2732,0.9732360097323601,28074.813573374795,27323.419536131187,112299.2542934992,115387.48378657042,0.9732360097323601
J,半失能,日间照料,140.374067866874,14.0,20.0,False,1965.236950136236,1965,1912.6393675291833,1913,0.9732360097323601,39304.73900272472,38252.78735058367,112299.2542934992,115387.48378657042,0.9732360097323601
J,半失能,上门护理,140.374067866874,6.0,30.0,False,842.2444072012439,842,819.7025860839357,820,0.9732360097323601,25267.332216037317,24591.07758251807,112299.2542934992,115387.48378657042,0.9732360097323601
J,半失能,康复理疗,140.374067866874,4.0,28.0,False,561.496271467496,561,546.4683907226238,546,0.9732360097323601,15721.895601089887,15301.114940233467,112299.2542934992,115387.48378657042,0.9732360097323601
J,半失能,助浴,140.374067866874,2.0,25.0,False,280.748135733748,281,273.2341953613119,273,0.9732360097323601,7018.7033933437,6830.854884032798,112299.2542934992,115387.48378657042,0.9732360097323601
J,半失能,紧急救助,140.374067866874,1.0,0.0,True,140.374067866874,140,140.374067866874,140,1.0,0.0,0.0,112299.2542934992,115387.48378657042,0.9732360097323601
J,失能,助餐,104.29023836737713,22.0,10.0,False,2294.3852440822966,2294,1823.3525118534808,1823,0.794701986754967,22943.852440822964,18233.52511853481,100118.62883268205,125982.60794779156,0.794701986754967
J,失能,日间照料,104.29023836737713,18.0,20.0,False,1877.2242906127883,1877,1491.8338733346664,1492,0.794701986754967,37544.48581225576,29836.677466693327,100118.62883268205,125982.60794779156,0.794701986754967
J,失能,上门护理,104.29023836737713,12.0,30.0,False,1251.4828604085255,1251,994.5559155564442,995,0.794701986754967,37544.48581225576,29836.677466693327,100118.62883268205,125982.60794779156,0.794701986754967
J,失能,康复理疗,104.29023836737713,6.0,28.0,False,625.7414302042628,626,497.2779577782221,497,0.794701986754967,17520.76004571936,13923.78281779022,100118.62883268205,125982.60794779156,0.794701986754967
J,失能,助浴,104.29023836737713,4.0,25.0,False,417.1609534695085,417,331.5186385188147,332,0.794701986754967,10429.023836737713,8287.965962970367,100118.62883268205,125982.60794779156,0.794701986754967
J,失能,紧急救助,104.29023836737713,3.0,0.0,True,312.8707151021314,313,312.8707151021314,313,1.0,0.0,0.0,100118.62883268205,125982.60794779156,0.794701986754967
